date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit
2022-02-10,Thursday,February,2022,Q1,45792,36358,38116,7676,16.76,18956969,5847557
2022-02-11,Friday,February,2022,Q1,46691,40321,37982,8709,18.65,19003660,5856266
2022-02-12,Saturday,February,2022,Q1,23329,20271,38567,-15238,-65.32,19026989,5841028
2022-02-13,Sunday,February,2022,Q1,22539,24626,39773,-17234,-76.46,19049528,5823794
2022-02-14,Monday,February,2022,Q1,50624,48850,35860,14764,29.16,19100152,5838558
2022-02-15,Tuesday,February,2022,Q1,44878,55226,34319,10559,23.53,19145030,5849117
2022-02-16,Wednesday,February,2022,Q1,43251,47519,33805,9446,21.84,19188281,5858563
2022-02-17,Thursday,February,2022,Q1,40607,32950,34638,5969,14.7,19228888,5864532
2022-02-18,Friday,February,2022,Q1,49754,44501,38818,10936,21.98,19278642,5875468
2022-02-19,Saturday,February,2022,Q1,23131,28195,39258,-16127,-69.72,19301773,5859341
2022-02-20,Sunday,February,2022,Q1,23480,26244,37756,-14276,-60.8,19325253,5845065
2022-02-21,Monday,February,2022,Q1,49242,49414,34549,14693,29.84,19374495,5859758
2022-02-22,Tuesday,February,2022,Q1,48458,53554,36338,12120,25.01,19422953,5871878
2022-02-23,Wednesday,February,2022,Q1,43590,50552,32620,10970,25.17,19466543,5882848
2022-02-24,Thursday,February,2022,Q1,50249,50224,35197,15052,29.95,19516792,5897900
2022-02-25,Friday,February,2022,Q1,40808,38516,34548,6260,15.34,19557600,5904160
2022-02-26,Saturday,February,2022,Q1,28460,29170,35092,-6632,-23.3,19586060,5897528
2022-02-27,Sunday,February,2022,Q1,23179,25706,33502,-10323,-44.54,19609239,5887205
2022-02-28,Monday,February,2022,Q1,36812,42259,37591,-779,-2.12,19646051,5886426
2022-03-01,Tuesday,March,2022,Q1,49656,56934,37344,12312,24.79,19695707,5898738
2022-03-02,Wednesday,March,2022,Q1,66787,57251,34815,31972,47.87,19762494,5930710
2022-03-03,Thursday,March,2022,Q1,61076,62756,36056,25020,40.97,19823570,5955730
2022-03-04,Friday,March,2022,Q1,61639,50509,38522,23117,37.5,19885209,5978847
2022-03-05,Saturday,March,2022,Q1,29424,24087,37896,-8472,-28.79,19914633,5970375
2022-03-06,Sunday,March,2022,Q1,39757,34915,38059,1698,4.27,19954390,5972073
2022-03-07,Monday,March,2022,Q1,49285,47434,37311,11974,24.3,20003675,5984047
2022-03-08,Tuesday,March,2022,Q1,60445,51556,37576,22869,37.83,20064120,6006916
2022-03-09,Wednesday,March,2022,Q1,48310,53664,35384,12926,26.76,20112430,6019842
2022-03-10,Thursday,March,2022,Q1,49216,42961,36611,12605,25.61,20161646,6032447
2022-03-11,Friday,March,2022,Q1,63916,71178,37372,26544,41.53,20225562,6058991
2022-03-12,Saturday,March,2022,Q1,34631,37285,32997,1634,4.72,20260193,6060625
2022-03-13,Sunday,March,2022,Q1,34429,29094,36905,-2476,-7.19,20294622,6058149
2022-03-14,Monday,March,2022,Q1,68698,77654,38839,29859,43.46,20363320,6088008
2022-03-15,Tuesday,March,2022,Q1,61707,71290,52608,9099,14.75,20425027,6097107
2022-03-16,Wednesday,March,2022,Q1,50962,62249,35485,15477,30.37,20475989,6112584
2022-03-17,Thursday,March,2022,Q1,63643,61094,37243,26400,41.48,20539632,6138984
2022-03-18,Friday,March,2022,Q1,47922,41529,39661,8261,17.24,20587554,6147245
2022-03-19,Saturday,March,2022,Q1,35692,40041,37262,-1570,-4.4,20623246,6145675
2022-03-20,Sunday,March,2022,Q1,40757,35563,39301,1456,3.57,20664003,6147131
2022-03-21,Monday,March,2022,Q1,47265,51201,52867,-5602,-11.85,20711268,6141529
2022-03-22,Tuesday,March,2022,Q1,49768,58921,38275,11493,23.09,20761036,6153022
2022-03-23,Wednesday,March,2022,Q1,48919,53161,39024,9895,20.23,20809955,6162917
2022-03-24,Thursday,March,2022,Q1,64563,56115,37763,26800,41.51,20874518,6189717
2022-03-25,Friday,March,2022,Q1,56469,53307,36709,19760,34.99,20930987,6209477
2022-03-26,Saturday,March,2022,Q1,29020,30543,34257,-5237,-18.05,20960007,6204240
2022-03-27,Sunday,March,2022,Q1,39508,35370,35377,4131,10.46,20999515,6208371
2022-03-28,Monday,March,2022,Q1,65722,69889,37968,27754,42.23,21065237,6236125
2022-03-29,Tuesday,March,2022,Q1,55573,59086,33166,22407,40.32,21120810,6258532
2022-03-30,Wednesday,March,2022,Q1,66744,59954,39712,27032,40.5,21187554,6285564
2022-03-31,Thursday,March,2022,Q1,77138,72848,34973,42165,54.66,21264692,6327729
2022-04-01,Friday,April,2022,Q2,58967,55008,35963,23004,39.01,21323659,6350733
2022-04-02,Saturday,April,2022,Q2,58465,53398,38112,20353,34.81,21382124,6371086
2022-04-03,Sunday,April,2022,Q2,53181,51609,38957,14224,26.75,21435305,6385310
2022-04-04,Monday,April,2022,Q2,65527,68651,36441,29086,44.39,21500832,6414396
2022-04-05,Tuesday,April,2022,Q2,47377,57996,33276,14101,29.76,21548209,6428497
2022-04-06,Wednesday,April,2022,Q2,57954,61811,39663,18291,31.56,21606163,6446788
2022-04-07,Thursday,April,2022,Q2,49070,52996,36716,12354,25.18,21655233,6459142
2022-04-08,Friday,April,2022,Q2,51445,45665,38404,13041,25.35,21706678,6472183
2022-04-09,Saturday,April,2022,Q2,31989,27834,34071,-2082,-6.51,21738667,6470101
2022-04-10,Sunday,April,2022,Q2,29744,25663,35547,-5803,-19.51,21768411,6464298
2022-04-11,Monday,April,2022,Q2,50775,45780,33471,17304,34.08,21819186,6481602
2022-04-12,Tuesday,April,2022,Q2,65006,66901,38658,26348,40.53,21884192,6507950
2022-04-13,Wednesday,April,2022,Q2,51709,48790,37508,14201,27.46,21935901,6522151
2022-04-14,Thursday,April,2022,Q2,46714,44712,38022,8692,18.61,21982615,6530843
2022-04-15,Friday,April,2022,Q2,64489,52503,38618,25871,40.12,22047104,6556714
2022-04-16,Saturday,April,2022,Q2,38966,37456,37273,1693,4.34,22086070,6558407
2022-04-17,Sunday,April,2022,Q2,38815,30023,39141,-326,-0.84,22124885,6558081
2022-04-18,Monday,April,2022,Q2,66816,74344,32911,33905,50.74,22191701,6591986
2022-04-19,Tuesday,April,2022,Q2,59199,66114,32816,26383,44.57,22250900,6618369
2022-04-20,Wednesday,April,2022,Q2,50938,43582,39002,11936,23.43,22301838,6630305
2022-04-21,Thursday,April,2022,Q2,51653,47002,36592,15061,29.16,22353491,6645366
2022-04-22,Friday,April,2022,Q2,49156,44910,36412,12744,25.93,22402647,6658110
2022-04-23,Saturday,April,2022,Q2,38568,47418,35204,3364,8.72,22441215,6661474
2022-04-24,Sunday,April,2022,Q2,40194,39783,33905,6289,15.65,22481409,6667763
2022-04-25,Monday,April,2022,Q2,66602,70755,39786,26816,40.26,22548011,6694579
2022-04-26,Tuesday,April,2022,Q2,68990,78788,37361,31629,45.85,22617001,6726208
2022-04-27,Wednesday,April,2022,Q2,67096,57916,34192,32904,49.04,22684097,6759112
2022-04-28,Thursday,April,2022,Q2,54160,63632,33878,20282,37.45,22738257,6779394
2022-04-29,Friday,April,2022,Q2,62045,68907,37678,24367,39.27,22800302,6803761
2022-04-30,Saturday,April,2022,Q2,35370,32469,38989,-3619,-10.23,22835672,6800142
2022-05-01,Sunday,May,2022,Q2,66478,54095,34187,32291,48.57,22902150,6832433
2022-05-02,Monday,May,2022,Q2,50633,44085,39259,11374,22.46,22952783,6843807
2022-05-03,Tuesday,May,2022,Q2,46503,50121,38212,8291,17.83,22999286,6852098
2022-05-04,Wednesday,May,2022,Q2,68092,67506,35468,32624,47.91,23067378,6884722
2022-05-05,Thursday,May,2022,Q2,49138,44308,38339,10799,21.98,23116516,6895521
2022-05-06,Friday,May,2022,Q2,50006,60531,39331,10675,21.35,23166522,6906196
2022-05-07,Saturday,May,2022,Q2,35727,30486,37590,-1863,-5.21,23202249,6904333
2022-05-08,Sunday,May,2022,Q2,40693,47476,39806,887,2.18,23242942,6905220
2022-05-09,Monday,May,2022,Q2,59854,73203,34202,25652,42.86,23302796,6930872
2022-05-10,Tuesday,May,2022,Q2,49234,52649,39719,9515,19.33,23352030,6940387
2022-05-11,Wednesday,May,2022,Q2,48040,52779,39026,9014,18.76,23400070,6949401
2022-05-12,Thursday,May,2022,Q2,51739,41752,68677,-16938,-32.74,23451809,6932463
2022-05-13,Friday,May,2022,Q2,55652,47809,38990,16662,29.94,23507461,6949125
2022-05-14,Saturday,May,2022,Q2,39037,43885,38095,942,2.41,23546498,6950067
2022-05-15,Sunday,May,2022,Q2,38628,29910,34494,4134,10.7,23585126,6954201
2022-05-16,Monday,May,2022,Q2,66422,54972,39426,26996,40.64,23651548,6981197
2022-05-17,Tuesday,May,2022,Q2,68661,81085,35727,32934,47.97,23720209,7014131
2022-05-18,Wednesday,May,2022,Q2,55986,45211,39662,16324,29.16,23776195,7030455
2022-05-19,Thursday,May,2022,Q2,67288,69465,34757,32531,48.35,23843483,7062986
2022-05-20,Friday,May,2022,Q2,58642,55826,32630,26012,44.36,23902125,7088998
2022-05-21,Saturday,May,2022,Q2,36226,34492,34101,2125,5.87,23938351,7091123
2022-05-22,Sunday,May,2022,Q2,34135,29708,36014,-1879,-5.5,23972486,7089244
2022-05-23,Monday,May,2022,Q2,60762,57279,35366,25396,41.8,24033248,7114640
2022-05-24,Tuesday,May,2022,Q2,56114,52515,36690,19424,34.62,24089362,7134064
2022-05-25,Wednesday,May,2022,Q2,48224,53053,35601,12623,26.18,24137586,7146687
2022-05-26,Thursday,May,2022,Q2,47402,45363,39598,7804,16.46,24184988,7154491
2022-05-27,Friday,May,2022,Q2,59172,51850,35462,23710,40.07,24244160,7178201
2022-05-28,Saturday,May,2022,Q2,35482,35976,39722,-4240,-11.95,24279642,7173961
2022-05-29,Sunday,May,2022,Q2,33796,38539,34137,-341,-1.01,24313438,7173620
2022-05-30,Monday,May,2022,Q2,47802,49774,38561,9241,19.33,24361240,7182861
2022-05-31,Tuesday,May,2022,Q2,53354,59989,33233,20121,37.71,24414594,7202982
2022-06-01,Wednesday,June,2022,Q2,72272,75879,32692,39580,54.77,24486866,7242562
2022-06-02,Thursday,June,2022,Q2,70376,57384,36707,33669,47.84,24557242,7276231
2022-06-03,Friday,June,2022,Q2,53135,46004,38295,14840,27.93,24610377,7291071
2022-06-04,Saturday,June,2022,Q2,43686,40176,36746,6940,15.89,24654063,7298011
2022-06-05,Sunday,June,2022,Q2,36477,38893,35512,965,2.65,24690540,7298976
2022-06-06,Monday,June,2022,Q2,68069,55658,34548,33521,49.25,24758609,7332497
2022-06-07,Tuesday,June,2022,Q2,70679,67574,38820,31859,45.08,24829288,7364356
2022-06-08,Wednesday,June,2022,Q2,56367,53132,38210,18157,32.21,24885655,7382513
2022-06-09,Thursday,June,2022,Q2,65905,54756,39220,26685,40.49,24951560,7409198
2022-06-10,Friday,June,2022,Q2,63667,57772,38336,25331,39.79,25015227,7434529
2022-06-11,Saturday,June,2022,Q2,36483,40675,36722,-239,-0.66,25051710,7434290
2022-06-12,Sunday,June,2022,Q2,33407,26211,32968,439,1.31,25085117,7434729
2022-06-13,Monday,June,2022,Q2,59919,58452,39290,20629,34.43,25145036,7455358
2022-06-14,Tuesday,June,2022,Q2,62966,64445,36040,26926,42.76,25208002,7482284
2022-06-15,Wednesday,June,2022,Q2,71792,67007,33257,38535,53.68,25279794,7520819
2022-06-16,Thursday,June,2022,Q2,72201,77989,34206,37995,52.62,25351995,7558814
2022-06-17,Friday,June,2022,Q2,67085,69900,39609,27476,40.96,25419080,7586290
2022-06-18,Saturday,June,2022,Q2,32368,28983,34223,-1855,-5.73,25451448,7584435
2022-06-19,Sunday,June,2022,Q2,41179,43625,39090,2089,5.07,25492627,7586524
2022-06-20,Monday,June,2022,Q2,112214,103546,37120,75094,66.92,25604841,7661618
2022-06-21,Tuesday,June,2022,Q2,75052,85764,36904,38148,50.83,25679893,7699766
2022-06-22,Wednesday,June,2022,Q2,62787,57363,34958,27829,44.32,25742680,7727595
2022-06-23,Thursday,June,2022,Q2,74690,76746,36350,38340,51.33,25817370,7765935
2022-06-24,Friday,June,2022,Q2,72290,80475,34917,37373,51.7,25889660,7803308
2022-06-25,Saturday,June,2022,Q2,37910,36227,35533,2377,6.27,25927570,7805685
2022-06-26,Sunday,June,2022,Q2,45460,50403,37770,7690,16.92,25973030,7813375
2022-06-27,Monday,June,2022,Q2,62636,72634,34777,27859,44.48,26035666,7841234
2022-06-28,Tuesday,June,2022,Q2,64723,59210,37970,26753,41.33,26100389,7867987
2022-06-29,Wednesday,June,2022,Q2,73689,90333,37343,36346,49.32,26174078,7904333
2022-06-30,Thursday,June,2022,Q2,72647,73056,35295,37352,51.42,26246725,7941685
2022-07-01,Friday,July,2022,Q3,53579,44605,36806,16773,31.31,26300304,7958458
2022-07-02,Saturday,July,2022,Q3,33313,28757,36441,-3128,-9.39,26333617,7955330
2022-07-03,Sunday,July,2022,Q3,32648,38462,39754,-7106,-21.77,26366265,7948224
2022-07-04,Monday,July,2022,Q3,54223,60098,33187,21036,38.8,26420488,7969260
2022-07-05,Tuesday,July,2022,Q3,58529,47950,34119,24410,41.71,26479017,7993670
2022-07-06,Wednesday,July,2022,Q3,54608,62539,33540,21068,38.58,26533625,8014738
2022-07-07,Thursday,July,2022,Q3,61454,57881,36469,24985,40.66,26595079,8039723
2022-07-08,Friday,July,2022,Q3,73167,80934,59038,14129,19.31,26668246,8053852
2022-07-09,Saturday,July,2022,Q3,43672,38784,36249,7423,17.0,26711918,8061275
2022-07-10,Sunday,July,2022,Q3,31054,36463,36371,-5317,-17.12,26742972,8055958
2022-07-11,Monday,July,2022,Q3,67975,60896,36153,31822,46.81,26810947,8087780
2022-07-12,Tuesday,July,2022,Q3,73544,78744,34227,39317,53.46,26884491,8127097
2022-07-13,Wednesday,July,2022,Q3,51154,49317,37754,13400,26.2,26935645,8140497
2022-07-14,Thursday,July,2022,Q3,66800,74959,36905,29895,44.75,27002445,8170392
2022-07-15,Friday,July,2022,Q3,71753,56528,35821,35932,50.08,27074198,8206324
2022-07-16,Saturday,July,2022,Q3,41014,36854,32669,8345,20.35,27115212,8214669
2022-07-17,Sunday,July,2022,Q3,38258,40942,35636,2622,6.85,27153470,8217291
2022-07-18,Monday,July,2022,Q3,66227,62192,36208,30019,45.33,27219697,8247310
2022-07-19,Tuesday,July,2022,Q3,71636,83982,35571,36065,50.34,27291333,8283375
2022-07-20,Wednesday,July,2022,Q3,73632,79022,50133,23499,31.91,27364965,8306874
2022-07-21,Thursday,July,2022,Q3,71731,73893,33255,38476,53.64,27436696,8345350
2022-07-22,Friday,July,2022,Q3,53162,46681,39765,13397,25.2,27489858,8358747
2022-07-23,Saturday,July,2022,Q3,31875,26450,34707,-2832,-8.88,27521733,8355915
2022-07-24,Sunday,July,2022,Q3,41571,35735,32934,8637,20.78,27563304,8364552
2022-07-25,Monday,July,2022,Q3,54913,51461,37107,17806,32.43,27618217,8382358
2022-07-26,Tuesday,July,2022,Q3,71218,61566,39574,31644,44.43,27689435,8414002
2022-07-27,Wednesday,July,2022,Q3,72121,81974,38376,33745,46.79,27761556,8447747
2022-07-28,Thursday,July,2022,Q3,52083,59213,35616,16467,31.62,27813639,8464214
2022-07-29,Friday,July,2022,Q3,67763,58412,35200,32563,48.05,27881402,8496777
2022-07-30,Saturday,July,2022,Q3,43088,49355,39270,3818,8.86,27924490,8500595
2022-07-31,Sunday,July,2022,Q3,31057,27573,37707,-6650,-21.41,27955547,8493945
2022-08-01,Monday,August,2022,Q3,65189,70080,37455,27734,42.54,28020736,8521679
2022-08-02,Tuesday,August,2022,Q3,68324,58188,34403,33921,49.65,28089060,8555600
2022-08-03,Wednesday,August,2022,Q3,60337,68919,39759,20578,34.11,28149397,8576178
2022-08-04,Thursday,August,2022,Q3,54570,64372,38901,15669,28.71,28203967,8591847
2022-08-05,Friday,August,2022,Q3,56694,64327,34216,22478,39.65,28260661,8614325
2022-08-06,Saturday,August,2022,Q3,33927,34377,35848,-1921,-5.66,28294588,8612404
2022-08-07,Sunday,August,2022,Q3,32161,32619,33346,-1185,-3.68,28326749,8611219
2022-08-08,Monday,August,2022,Q3,50604,42764,37087,13517,26.71,28377353,8624736
2022-08-09,Tuesday,August,2022,Q3,55833,62349,35234,20599,36.89,28433186,8645335
2022-08-10,Wednesday,August,2022,Q3,62097,64352,36030,26067,41.98,28495283,8671402
2022-08-11,Thursday,August,2022,Q3,53484,57389,35075,18409,34.42,28548767,8689811
2022-08-12,Friday,August,2022,Q3,57987,59679,32934,25053,43.2,28606754,8714864
2022-08-13,Saturday,August,2022,Q3,41241,43131,37028,4213,10.22,28647995,8719077
2022-08-14,Sunday,August,2022,Q3,36324,36704,37795,-1471,-4.05,28684319,8717606
2022-08-15,Monday,August,2022,Q3,74043,84784,38196,35847,48.41,28758362,8753453
2022-08-16,Tuesday,August,2022,Q3,74791,63853,36444,38347,51.27,28833153,8791800
2022-08-17,Wednesday,August,2022,Q3,71822,71391,39276,32546,45.31,28904975,8824346
2022-08-18,Thursday,August,2022,Q3,69081,58150,36953,32128,46.51,28974056,8856474
2022-08-19,Friday,August,2022,Q3,60331,74893,38125,22206,36.81,29034387,8878680
2022-08-20,Saturday,August,2022,Q3,45092,42619,35592,9500,21.07,29079479,8888180
2022-08-21,Sunday,August,2022,Q3,34897,39069,37760,-2863,-8.2,29114376,8885317
2022-08-22,Monday,August,2022,Q3,55682,57223,35104,20578,36.96,29170058,8905895
2022-08-23,Tuesday,August,2022,Q3,67047,79369,37632,29415,43.87,29237105,8935310
2022-08-24,Wednesday,August,2022,Q3,59511,59460,37436,22075,37.09,29296616,8957385
2022-08-25,Thursday,August,2022,Q3,71887,68014,38458,33429,46.5,29368503,8990814
2022-08-26,Friday,August,2022,Q3,54276,56232,38037,16239,29.92,29422779,9007053
2022-08-27,Saturday,August,2022,Q3,34163,39540,34740,-577,-1.69,29456942,9006476
2022-08-28,Sunday,August,2022,Q3,42716,37245,37960,4756,11.13,29499658,9011232
2022-08-29,Monday,August,2022,Q3,64800,59647,38389,26411,40.76,29564458,9037643
2022-08-30,Tuesday,August,2022,Q3,74040,73939,39672,34368,46.42,29638498,9072011
2022-08-31,Wednesday,August,2022,Q3,50928,46415,38260,12668,24.87,29689426,9084679
2022-09-01,Thursday,September,2022,Q3,66964,73514,38073,28891,43.14,29756390,9113570
2022-09-02,Friday,September,2022,Q3,63851,74150,33887,29964,46.93,29820241,9143534
2022-09-03,Saturday,September,2022,Q3,29998,29793,35707,-5709,-19.03,29850239,9137825
2022-09-04,Sunday,September,2022,Q3,35659,31619,37744,-2085,-5.85,29885898,9135740
2022-09-05,Monday,September,2022,Q3,53420,45717,37062,16358,30.62,29939318,9152098
2022-09-06,Tuesday,September,2022,Q3,59171,57397,34905,24266,41.01,29998489,9176364
2022-09-07,Wednesday,September,2022,Q3,47568,47265,36493,11075,23.28,30046057,9187439
2022-09-08,Thursday,September,2022,Q3,50907,46822,34185,16722,32.85,30096964,9204161
2022-09-09,Friday,September,2022,Q3,68922,81591,32666,36256,52.6,30165886,9240417
2022-09-10,Saturday,September,2022,Q3,40082,42412,39549,533,1.33,30205968,9240950
2022-09-11,Sunday,September,2022,Q3,40239,46860,36516,3723,9.25,30246207,9244673
2022-09-12,Monday,September,2022,Q3,64908,63528,35830,29078,44.8,30311115,9273751
2022-09-13,Tuesday,September,2022,Q3,50427,52980,33815,16612,32.94,30361542,9290363
2022-09-14,Wednesday,September,2022,Q3,46168,38793,38207,7961,17.24,30407710,9298324
2022-09-15,Thursday,September,2022,Q3,48390,50116,39675,8715,18.01,30456100,9307039
2022-09-16,Friday,September,2022,Q3,67614,71719,35929,31685,46.86,30523714,9338724
2022-09-17,Saturday,September,2022,Q3,28348,31868,36768,-8420,-29.7,30552062,9330304
2022-09-18,Sunday,September,2022,Q3,32954,34438,32724,230,0.7,30585016,9330534
2022-09-19,Monday,September,2022,Q3,60752,65256,36845,23907,39.35,30645768,9354441
2022-09-20,Tuesday,September,2022,Q3,67345,58362,34785,32560,48.35,30713113,9387001
2022-09-21,Wednesday,September,2022,Q3,56066,54577,36036,20030,35.73,30769179,9407031
2022-09-22,Thursday,September,2022,Q3,54992,61817,39558,15434,28.07,30824171,9422465
2022-09-23,Friday,September,2022,Q3,67025,76652,35305,31720,47.33,30891196,9454185
2022-09-24,Saturday,September,2022,Q3,35259,28463,36925,-1666,-4.73,30926455,9452519
2022-09-25,Sunday,September,2022,Q3,31804,36373,35093,-3289,-10.34,30958259,9449230
2022-09-26,Monday,September,2022,Q3,57788,48556,38650,19138,33.12,31016047,9468368
2022-09-27,Tuesday,September,2022,Q3,64392,76046,39357,25035,38.88,31080439,9493403
2022-09-28,Wednesday,September,2022,Q3,58642,51406,33313,25329,43.19,31139081,9518732
2022-09-29,Thursday,September,2022,Q3,53609,46346,33327,20282,37.83,31192690,9539014
2022-09-30,Friday,September,2022,Q3,53309,52864,34817,18492,34.69,31245999,9557506
2022-10-01,Saturday,October,2022,Q4,32630,30016,32637,-7,-0.02,31278629,9557499
2022-10-02,Sunday,October,2022,Q4,37809,38096,33575,4234,11.2,31316438,9561733
2022-10-03,Monday,October,2022,Q4,56645,52404,36599,20046,35.39,31373083,9581779
2022-10-04,Tuesday,October,2022,Q4,65361,72048,36504,28857,44.15,31438444,9610636
2022-10-05,Wednesday,October,2022,Q4,47758,37738,36277,11481,24.04,31486202,9622117
2022-10-06,Thursday,October,2022,Q4,55318,59638,36598,18720,33.84,31541520,9640837
2022-10-07,Friday,October,2022,Q4,56858,62269,34220,22638,39.81,31598378,9663475
2022-10-08,Saturday,October,2022,Q4,31615,31201,35477,-3862,-12.22,31629993,9659613
2022-10-09,Sunday,October,2022,Q4,39302,44624,33804,5498,13.99,31669295,9665111
2022-10-10,Monday,October,2022,Q4,50120,60058,39613,10507,20.96,31719415,9675618
2022-10-11,Tuesday,October,2022,Q4,54252,48090,33057,21195,39.07,31773667,9696813
2022-10-12,Wednesday,October,2022,Q4,50755,58213,36005,14750,29.06,31824422,9711563
2022-10-13,Thursday,October,2022,Q4,68553,65027,36379,32174,46.93,31892975,9743737
2022-10-14,Friday,October,2022,Q4,52056,51251,37338,14718,28.27,31945031,9758455
2022-10-15,Saturday,October,2022,Q4,39129,38902,39175,-46,-0.12,31984160,9758409
2022-10-16,Sunday,October,2022,Q4,39574,39295,36980,2594,6.55,32023734,9761003
2022-10-17,Monday,October,2022,Q4,49808,41975,34134,15674,31.47,32073542,9776677
2022-10-18,Tuesday,October,2022,Q4,62497,51527,38479,24018,38.43,32136039,9800695
2022-10-19,Wednesday,October,2022,Q4,57012,48706,38640,18372,32.22,32193051,9819067
2022-10-20,Thursday,October,2022,Q4,59190,51829,32886,26304,44.44,32252241,9845371
2022-10-21,Friday,October,2022,Q4,51939,47367,36944,14995,28.87,32304180,9860366
2022-10-22,Saturday,October,2022,Q4,37529,39091,33223,4306,11.47,32341709,9864672
2022-10-23,Sunday,October,2022,Q4,39568,35488,36955,2613,6.6,32381277,9867285
2022-10-24,Monday,October,2022,Q4,50183,52130,37849,12334,24.58,32431460,9879619
2022-10-25,Tuesday,October,2022,Q4,59583,52534,33389,26194,43.96,32491043,9905813
2022-10-26,Wednesday,October,2022,Q4,57600,53798,33300,24300,42.19,32548643,9930113
2022-10-27,Thursday,October,2022,Q4,46897,52239,33453,13444,28.67,32595540,9943557
2022-10-28,Friday,October,2022,Q4,59879,70412,38216,21663,36.18,32655419,9965220
2022-10-29,Saturday,October,2022,Q4,32711,26816,34265,-1554,-4.75,32688130,9963666
2022-10-30,Sunday,October,2022,Q4,32861,34852,38119,-5258,-16.0,32720991,9958408
2022-10-31,Monday,October,2022,Q4,49079,47329,38826,10253,20.89,32770070,9968661
2022-11-01,Tuesday,November,2022,Q4,72018,64378,38321,33697,46.79,32842088,10002358
2022-11-02,Wednesday,November,2022,Q4,60015,64921,34891,25124,41.86,32902103,10027482
